[INFO] [launch]: All log files can be found below /home/jatin-satyam/.ros/log/2026-02-27-17-59-26-596205-jatin-satyam-OMEN-by-HP-Gaming-Laptop-16-wf0xxx-8247
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [python3-1]: process started with pid [8251]
[INFO] [python3-2]: process started with pid [8252]
[python3-2] [INFO] [1772240367.532331806] [cylinder_mission_node]: Camera intrinsics received.
[python3-2] [INFO] [1772240367.533708392] [cylinder_mission_node]: Locked battery_at_mission_start: 0.9889
[python3-2] [INFO] [1772240367.534073947] [cylinder_mission_node]: Intrinsics and battery OK. Moving to ARM_TAKEOFF.
[python3-2] [INFO] [1772240368.113194124] [cylinder_mission_node]: Offboard mode command sent
[python3-2] [INFO] [1772240368.113684574] [cylinder_mission_node]: Arm command sent
[python3-2] [INFO] [1772240375.314178836] [cylinder_mission_node]: Vertical takeoff complete. Proceeding to circle entry point.
[python3-2] [INFO] [1772240378.421772323] [cylinder_mission_node]: Reached circle entry point. Switching to CIRCLE.
[python3-2] [INFO] [1772240391.372323564] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772240394.518432121] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772240401.613274669] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772240401.614171351] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.74 m, Height=7.02 m
[python3-2] [INFO] [1772240401.614825352] [cylinder_mission_node]: New cylinder dimension recorded. Resuming circle flight.
[python3-2] [INFO] [1772240401.615483269] [cylinder_mission_node]: Rejoining circle from theta = -2.57 rad
[python3-2] [INFO] [1772240407.641602527] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772240411.415507591] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772240418.514155209] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772240418.515162651] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.05 m, Height=10.05 m
[python3-2] [INFO] [1772240418.516069733] [cylinder_mission_node]: New cylinder dimension recorded. Resuming circle flight.
[python3-2] [INFO] [1772240418.516879416] [cylinder_mission_node]: Rejoining circle from theta = 2.71 rad
[python3-2] [INFO] [1772240444.700628513] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772240449.419205786] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772240456.514047995] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772240456.515275231] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.76 m, Height=7.03 m
[python3-2] [INFO] [1772240456.516279869] [cylinder_mission_node]: This cylinder matches a previously seen one. Mission done, landing.
[python3-2] [INFO] [1772240461.337482534] [cylinder_mission_node]: Updated Marker 1: x=0.41, y=-5.16, z=11.22
[python3-2] [INFO] [1772240461.375030410] [cylinder_mission_node]: Updated Marker 1: x=0.4, y=-5.07, z=11.1
[python3-2] [INFO] [1772240461.376089760] [cylinder_mission_node]: Updated Marker 0: x=0.2, y=5.24, z=8.31
[python3-2] [INFO] [1772240461.390009910] [cylinder_mission_node]: Updated Marker 1: x=0.4, y=-5.15, z=11.36
[python3-2] [INFO] [1772240461.421544572] [cylinder_mission_node]: Updated Marker 1: x=0.4, y=-5.12, z=11.36
[python3-2] [INFO] [1772240461.422254857] [cylinder_mission_node]: Updated Marker 0: x=0.19, y=5.25, z=8.47
[python3-2] [INFO] [1772240461.459044361] [cylinder_mission_node]: Updated Marker 1: x=0.38, y=-5.08, z=11.36
[python3-2] [INFO] [1772240461.460238134] [cylinder_mission_node]: Updated Marker 0: x=0.18, y=5.35, z=8.7
[python3-2] [INFO] [1772240461.507626685] [cylinder_mission_node]: Updated Marker 1: x=0.38, y=-5.11, z=11.52
[python3-2] [INFO] [1772240461.508947282] [cylinder_mission_node]: Updated Marker 0: x=0.17, y=5.21, z=8.55
[python3-2] [INFO] [1772240461.539122956] [cylinder_mission_node]: Updated Marker 1: x=0.38, y=-5.13, z=11.64
[python3-2] [INFO] [1772240461.559680818] [cylinder_mission_node]: Updated Marker 1: x=0.36, y=-5.1, z=11.64
[python3-2] [INFO] [1772240461.593377828] [cylinder_mission_node]: Updated Marker 1: x=0.36, y=-5.13, z=11.81
[python3-2] [INFO] [1772240461.594254553] [cylinder_mission_node]: Updated Marker 0: x=0.14, y=5.21, z=8.7
[python3-2] [INFO] [1772240461.626612777] [cylinder_mission_node]: Updated Marker 1: x=0.35, y=-5.1, z=11.78
[python3-2] [INFO] [1772240461.627391685] [cylinder_mission_node]: Updated Marker 0: x=0.14, y=5.23, z=8.79
[python3-2] [INFO] [1772240461.680148861] [cylinder_mission_node]: Updated Marker 1: x=0.34, y=-5.14, z=11.94
[python3-2] [INFO] [1772240461.680943429] [cylinder_mission_node]: Updated Marker 0: x=0.12, y=5.25, z=8.86
[python3-2] [INFO] [1772240461.698821262] [cylinder_mission_node]: Updated Marker 1: x=0.33, y=-5.1, z=11.93
[python3-2] [INFO] [1772240461.699550927] [cylinder_mission_node]: Updated Marker 0: x=0.12, y=5.23, z=8.87
[python3-2] [INFO] [1772240461.730399055] [cylinder_mission_node]: Updated Marker 1: x=0.32, y=-5.08, z=11.94
[python3-2] [INFO] [1772240461.731102105] [cylinder_mission_node]: Updated Marker 0: x=0.1, y=5.2, z=8.87
[python3-2] [INFO] [1772240461.762887187] [cylinder_mission_node]: Updated Marker 1: x=0.31, y=-5.05, z=11.94
[python3-2] [INFO] [1772240461.802600778] [cylinder_mission_node]: Updated Marker 1: x=0.3, y=-5.1, z=12.11
[python3-2] [INFO] [1772240461.803586845] [cylinder_mission_node]: Updated Marker 0: x=0.08, y=5.26, z=9.05
[python3-2] [INFO] [1772240461.832347003] [cylinder_mission_node]: Updated Marker 1: x=0.28, y=-5.13, z=12.25
[python3-2] [INFO] [1772240461.833544528] [cylinder_mission_node]: Updated Marker 0: x=0.08, y=5.39, z=9.31
[python3-2] [INFO] [1772240461.865744131] [cylinder_mission_node]: Updated Marker 1: x=0.28, y=-5.04, z=12.12
[python3-2] [INFO] [1772240461.867648889] [cylinder_mission_node]: Updated Marker 0: x=0.06, y=5.26, z=9.13
[python3-2] [INFO] [1772240461.900041523] [cylinder_mission_node]: Updated Marker 1: x=0.26, y=-5.08, z=12.25
[python3-2] [INFO] [1772240461.935584086] [cylinder_mission_node]: Updated Marker 1: x=0.25, y=-5.05, z=12.26
[python3-2] [INFO] [1772240461.936896744] [cylinder_mission_node]: Updated Marker 0: x=0.04, y=5.39, z=9.41
[python3-2] [INFO] [1772240461.978287509] [cylinder_mission_node]: Updated Marker 1: x=0.24, y=-5.03, z=12.24
[python3-2] [INFO] [1772240461.979303216] [cylinder_mission_node]: Updated Marker 0: x=0.03, y=5.21, z=9.13
[python3-2] [INFO] [1772240462.003814856] [cylinder_mission_node]: Updated Marker 1: x=0.23, y=-5.08, z=12.44
[python3-2] [INFO] [1772240462.042139100] [cylinder_mission_node]: Updated Marker 1: x=0.21, y=-5.06, z=12.42
[python3-2] [INFO] [1772240462.042778933] [cylinder_mission_node]: Updated Marker 0: x=0.01, y=5.27, z=9.31
[python3-2] [INFO] [1772240462.079739008] [cylinder_mission_node]: Updated Marker 1: x=0.2, y=-5.04, z=12.41
[python3-2] [INFO] [1772240462.080465528] [cylinder_mission_node]: Updated Marker 0: x=0.0, y=5.43, z=9.6
[python3-2] [INFO] [1772240462.105405014] [cylinder_mission_node]: Updated Marker 1: x=0.19, y=-5.09, z=12.58
[python3-2] [INFO] [1772240462.106136850] [cylinder_mission_node]: Updated Marker 0: x=-0.01, y=5.24, z=9.31
[python3-2] [INFO] [1772240462.157366425] [cylinder_mission_node]: Updated Marker 1: x=0.17, y=-5.07, z=12.58
[python3-2] [INFO] [1772240462.159296652] [cylinder_mission_node]: Updated Marker 0: x=-0.02, y=5.28, z=9.4
[python3-2] [INFO] [1772240462.176264254] [cylinder_mission_node]: Updated Marker 1: x=0.16, y=-5.13, z=12.77
[python3-2] [INFO] [1772240462.177656879] [cylinder_mission_node]: Updated Marker 0: x=-0.03, y=5.27, z=9.41
[python3-2] [INFO] [1772240462.212427421] [cylinder_mission_node]: Updated Marker 1: x=0.14, y=-5.05, z=12.59
[python3-2] [INFO] [1772240462.245500380] [cylinder_mission_node]: Updated Marker 1: x=0.13, y=-5.04, z=12.58
[python3-2] [INFO] [1772240462.246058384] [cylinder_mission_node]: Updated Marker 0: x=-0.05, y=5.29, z=9.5
[python3-2] [INFO] [1772240462.298095745] [cylinder_mission_node]: Updated Marker 1: x=0.12, y=-5.09, z=12.77
[python3-2] [INFO] [1772240462.299318842] [cylinder_mission_node]: Updated Marker 0: x=-0.07, y=5.27, z=9.5
[python3-2] [INFO] [1772240462.313675329] [cylinder_mission_node]: Updated Marker 1: x=0.1, y=-5.0, z=12.55
[python3-2] [INFO] [1772240462.314444842] [cylinder_mission_node]: Updated Marker 0: x=-0.07, y=5.31, z=9.61
[python3-2] [INFO] [1772240462.363567081] [cylinder_mission_node]: Updated Marker 1: x=0.09, y=-4.99, z=12.56
[python3-2] [INFO] [1772240462.364568225] [cylinder_mission_node]: Updated Marker 0: x=-0.08, y=5.24, z=9.5
[python3-2] [INFO] [1772240462.400500605] [cylinder_mission_node]: Updated Marker 1: x=0.07, y=-5.05, z=12.77
[python3-2] [INFO] [1772240462.401630750] [cylinder_mission_node]: Updated Marker 0: x=-0.09, y=5.28, z=9.6
[python3-2] [INFO] [1772240462.417358508] [cylinder_mission_node]: Updated Marker 1: x=0.05, y=-5.05, z=12.77
[python3-2] [INFO] [1772240462.418000520] [cylinder_mission_node]: Updated Marker 0: x=-0.1, y=5.27, z=9.61
[python3-2] [INFO] [1772240462.472420475] [cylinder_mission_node]: Updated Marker 1: x=0.04, y=-5.04, z=12.75
[python3-2] [INFO] [1772240462.473581266] [cylinder_mission_node]: Updated Marker 0: x=-0.11, y=5.25, z=9.59
[python3-2] [INFO] [1772240462.486461849] [cylinder_mission_node]: Updated Marker 1: x=0.03, y=-5.02, z=12.77
[python3-2] [INFO] [1772240462.487295009] [cylinder_mission_node]: Updated Marker 0: x=-0.12, y=5.46, z=10.0
[python3-2] [INFO] [1772240462.540357013] [cylinder_mission_node]: Updated Marker 1: x=0.02, y=-5.02, z=12.75
[python3-2] [INFO] [1772240462.542489745] [cylinder_mission_node]: Updated Marker 0: x=-0.13, y=5.28, z=9.7
[python3-2] [INFO] [1772240462.574034803] [cylinder_mission_node]: Updated Marker 1: x=0.0, y=-5.08, z=12.93
[python3-2] [INFO] [1772240462.574821358] [cylinder_mission_node]: Updated Marker 0: x=-0.14, y=5.27, z=9.7
[python3-2] [INFO] [1772240462.592211138] [cylinder_mission_node]: Updated Marker 1: x=-0.01, y=-5.07, z=12.92
[python3-2] [INFO] [1772240462.593269407] [cylinder_mission_node]: Updated Marker 0: x=-0.14, y=5.26, z=9.7
[python3-2] [INFO] [1772240462.626474395] [cylinder_mission_node]: Updated Marker 1: x=-0.02, y=-5.07, z=12.94
[python3-2] [INFO] [1772240462.627353586] [cylinder_mission_node]: Updated Marker 0: x=-0.16, y=5.3, z=9.8
[python3-2] [INFO] [1772240462.677040377] [cylinder_mission_node]: Updated Marker 1: x=-0.03, y=-5.05, z=12.92
[python3-2] [INFO] [1772240462.678196189] [cylinder_mission_node]: Updated Marker 0: x=-0.16, y=5.24, z=9.7
[python3-2] [INFO] [1772240462.711129000] [cylinder_mission_node]: Updated Marker 1: x=-0.04, y=-5.05, z=12.93
[python3-2] [INFO] [1772240462.712109058] [cylinder_mission_node]: Updated Marker 0: x=-0.17, y=5.28, z=9.8
[python3-2] [INFO] [1772240462.742864278] [cylinder_mission_node]: Updated Marker 1: x=-0.06, y=-5.03, z=12.9
[python3-2] [INFO] [1772240462.744100784] [cylinder_mission_node]: Updated Marker 0: x=-0.18, y=5.43, z=10.11
[python3-2] [INFO] [1772240462.780629548] [cylinder_mission_node]: Updated Marker 1: x=-0.07, y=-5.04, z=12.93
[python3-2] [INFO] [1772240462.781753115] [cylinder_mission_node]: Updated Marker 0: x=-0.18, y=5.26, z=9.81
[python3-2] [INFO] [1772240462.792549955] [cylinder_mission_node]: Updated Marker 1: x=-0.07, y=-5.1, z=13.12
[python3-2] [INFO] [1772240462.793431695] [cylinder_mission_node]: Updated Marker 0: x=-0.19, y=5.25, z=9.8
[python3-2] [INFO] [1772240462.844794590] [cylinder_mission_node]: Updated Marker 1: x=-0.08, y=-5.02, z=12.92
[python3-2] [INFO] [1772240462.845585058] [cylinder_mission_node]: Updated Marker 0: x=-0.2, y=5.41, z=10.12
[python3-2] [INFO] [1772240462.860867866] [cylinder_mission_node]: Updated Marker 1: x=-0.08, y=-5.01, z=12.9
[python3-2] [INFO] [1772240462.861678194] [cylinder_mission_node]: Updated Marker 0: x=-0.2, y=5.24, z=9.81
[python3-2] [INFO] [1772240462.915131664] [cylinder_mission_node]: Updated Marker 1: x=-0.09, y=-5.0, z=12.91
[python3-2] [INFO] [1772240462.915987417] [cylinder_mission_node]: Updated Marker 0: x=-0.2, y=5.22, z=9.81
[python3-2] [INFO] [1772240462.930708566] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.08, z=13.12
[python3-2] [INFO] [1772240462.931435342] [cylinder_mission_node]: Updated Marker 0: x=-0.2, y=5.27, z=9.91
[python3-2] [INFO] [1772240462.965414257] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.07, z=13.13
[python3-2] [INFO] [1772240462.966163081] [cylinder_mission_node]: Updated Marker 0: x=-0.21, y=5.31, z=10.03
[python3-2] [INFO] [1772240463.012214717] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.07, z=13.13
[python3-2] [INFO] [1772240463.013341356] [cylinder_mission_node]: Updated Marker 0: x=-0.21, y=5.3, z=10.02
[python3-2] [INFO] [1772240463.039151030] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.07, z=13.1
[python3-2] [INFO] [1772240463.040697387] [cylinder_mission_node]: Updated Marker 0: x=-0.21, y=5.23, z=9.91
[python3-2] [INFO] [1772240463.070278395] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.0, z=12.92
[python3-2] [INFO] [1772240463.100864246] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.06, z=13.1
[python3-2] [INFO] [1772240463.101646628] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.26, z=10.01
[python3-2] [INFO] [1772240463.136336126] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.06, z=13.1
[python3-2] [INFO] [1772240463.137004884] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.26, z=10.01
[python3-2] [INFO] [1772240463.173096506] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.06, z=13.1
[python3-2] [INFO] [1772240463.174049540] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.25, z=10.01
[python3-2] [INFO] [1772240463.208070986] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.05, z=13.1
[python3-2] [INFO] [1772240463.242678400] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.28, z=13.69
[python3-2] [INFO] [1772240463.271141055] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.12, z=13.3
[python3-2] [INFO] [1772240463.271737122] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.23, z=10.01
[python3-2] [INFO] [1772240463.305194734] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.11, z=13.3
[python3-2] [INFO] [1772240463.306044510] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.28, z=10.13
[python3-2] [INFO] [1772240463.338530653] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.11, z=13.3
[python3-2] [INFO] [1772240463.339113951] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.21, z=10.0
[python3-2] [INFO] [1772240463.374436751] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.11, z=13.31
[python3-2] [INFO] [1772240463.375691238] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.27, z=10.12
[python3-2] [INFO] [1772240463.406399540] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.03, z=13.13
[python3-2] [INFO] [1772240463.407073716] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.21, z=10.01
[python3-2] [INFO] [1772240463.439345871] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.09, z=13.3
[python3-2] [INFO] [1772240463.440087031] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.26, z=10.12
[python3-2] [INFO] [1772240463.475661084] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.09, z=13.31
[python3-2] [INFO] [1772240463.476764256] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.25, z=10.11
[python3-2] [INFO] [1772240463.513422974] [cylinder_mission_node]: Reached hover height. Holding for 5 seconds...
[python3-2] [INFO] [1772240463.524627540] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.01, z=13.12
[python3-2] [INFO] [1772240463.525983743] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.25, z=10.12
[python3-2] [INFO] [1772240463.538882780] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.06, z=13.28
[python3-2] [INFO] [1772240463.540272379] [cylinder_mission_node]: Updated Marker 0: x=-0.22, y=5.19, z=10.01
[python3-2] [INFO] [1772240463.589932214] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.06, z=13.3
[python3-2] [INFO] [1772240463.591280437] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.25, z=10.14
[python3-2] [INFO] [1772240463.621244634] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.06, z=13.31
[python3-2] [INFO] [1772240463.622398109] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.3, z=10.23
[python3-2] [INFO] [1772240463.644183285] [cylinder_mission_node]: Updated Marker 1: x=-0.1, y=-5.05, z=13.3
[python3-2] [INFO] [1772240463.645509226] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.24, z=10.12
[python3-2] [INFO] [1772240463.680124596] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.12, z=13.5
[python3-2] [INFO] [1772240463.681077516] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.24, z=10.12
[python3-2] [INFO] [1772240463.714386529] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.05, z=13.3
[python3-2] [INFO] [1772240463.716274998] [cylinder_mission_node]: Updated Marker 0: x=-0.23, y=5.24, z=10.13
[python3-2] [INFO] [1772240463.752634409] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.04, z=13.29
[python3-2] [INFO] [1772240463.753446391] [cylinder_mission_node]: Updated Marker 0: x=-0.24, y=5.3, z=10.25
[python3-2] [INFO] [1772240463.779041011] [cylinder_mission_node]: Updated Marker 1: x=-0.12, y=-5.35, z=14.1
[python3-2] [INFO] [1772240463.779933762] [cylinder_mission_node]: Updated Marker 0: x=-0.24, y=5.29, z=10.24
[python3-2] [INFO] [1772240463.812050535] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.02, z=13.26
[python3-2] [INFO] [1772240463.814185026] [cylinder_mission_node]: Updated Marker 0: x=-0.24, y=5.23, z=10.13
[python3-2] [INFO] [1772240463.858466824] [cylinder_mission_node]: Updated Marker 1: x=-0.11, y=-5.02, z=13.26
[python3-2] [INFO] [1772240463.883885757] [cylinder_mission_node]: Updated Marker 1: x=-0.12, y=-5.02, z=13.28
[python3-2] [INFO] [1772240463.886329992] [cylinder_mission_node]: Updated Marker 0: x=-0.25, y=5.22, z=10.13
[python3-2] [INFO] [1772240463.918879253] [cylinder_mission_node]: Updated Marker 1: x=-0.13, y=-5.03, z=13.31
[python3-2] [INFO] [1772240463.919713201] [cylinder_mission_node]: Updated Marker 0: x=-0.25, y=5.22, z=10.12
[python3-2] [INFO] [1772240463.952611517] [cylinder_mission_node]: Updated Marker 1: x=-0.13, y=-5.02, z=13.3
[python3-2] [INFO] [1772240463.953463051] [cylinder_mission_node]: Updated Marker 0: x=-0.26, y=5.27, z=10.24
[python3-2] [INFO] [1772240463.984760349] [cylinder_mission_node]: Updated Marker 1: x=-0.13, y=-5.08, z=13.49
[python3-2] [INFO] [1772240463.985541672] [cylinder_mission_node]: Updated Marker 0: x=-0.25, y=5.21, z=10.13
[python3-2] [INFO] [1772240464.019017672] [cylinder_mission_node]: Updated Marker 1: x=-0.13, y=-5.08, z=13.49
[python3-2] [INFO] [1772240464.019835961] [cylinder_mission_node]: Updated Marker 0: x=-0.27, y=5.33, z=10.35
[python3-2] [INFO] [1772240464.055077700] [cylinder_mission_node]: Updated Marker 1: x=-0.13, y=-5.08, z=13.51
[python3-2] [INFO] [1772240464.056318391] [cylinder_mission_node]: Updated Marker 0: x=-0.27, y=5.32, z=10.35
[python3-2] [INFO] [1772240464.090680342] [cylinder_mission_node]: Updated Marker 1: x=-0.15, y=-5.31, z=14.11
[python3-2] [INFO] [1772240464.092218624] [cylinder_mission_node]: Updated Marker 0: x=-0.27, y=5.32, z=10.35
[python3-2] [INFO] [1772240464.122432244] [cylinder_mission_node]: Updated Marker 1: x=-0.14, y=-5.07, z=13.48
[python3-2] [INFO] [1772240464.123280054] [cylinder_mission_node]: Updated Marker 0: x=-0.27, y=5.32, z=10.35
[python3-2] [INFO] [1772240464.154283728] [cylinder_mission_node]: Updated Marker 1: x=-0.14, y=-5.07, z=13.48
[python3-2] [INFO] [1772240464.185570117] [cylinder_mission_node]: Updated Marker 1: x=-0.14, y=-4.99, z=13.29
[python3-2] [INFO] [1772240464.219815300] [cylinder_mission_node]: Updated Marker 1: x=-0.14, y=-5.28, z=14.07
